Family, Component Name, Data Integration, Map/Reduce, Spark Batch, Spark Streaming, Storm, Camel
Authentication, tSetKeystore, No, No, Yes, Yes, No, No
AWS, cAWSConnection, No, No, No, No, No, Yes
AWS, cAWSS3, No, No, No, No, No, Yes
AWS, cAWSSES, No, No, No, No, No, Yes
AWS, cAWSSNS, No, No, No, No, No, Yes
AWS, cAWSSQS, No, No, No, No, No, Yes
Big Data, tBigQueryBulkExec, Yes, No, No, No, No, No
Big Data, tBigQueryInput, Yes, No, No, No, No, No
Big Data, tBigQueryOutput, Yes, No, No, No, No, No
Big Data, tBigQueryOutputBulk, Yes, No, No, No, No, No
Big Data, tBigQuerySQLRow, Yes, No, No, No, No, No
Big Data, tCassandraBulkExec, Yes, No, No, No, No, No
Big Data, tCassandraClose, Yes, No, No, No, No, No
Big Data, tCassandraConnection, Yes, No, No, No, No, No
Big Data, tCassandraInput, Yes, No, No, No, No, No
Big Data, tCassandraOutput, Yes, No, No, No, No, No
Big Data, tCassandraOutputBulk, Yes, No, No, No, No, No
Big Data, tCassandraOutputBulkExec, Yes, No, No, No, No, No
Big Data, tCassandraRow, Yes, No, No, No, No, No
Big Data, tCouchDBClose, Yes, No, No, No, No, No
Big Data, tCouchDBConnection, Yes, No, No, No, No, No
Big Data, tCouchDBInput, Yes, No, No, No, No, No
Big Data, tCouchDBOutput, Yes, No, No, No, No, No
Big Data, tDBFSConnection, Yes, No, No, No, No, No
Big Data, tDBFSGet, Yes, No, No, No, No, No
Big Data, tDBFSPut, Yes, No, No, No, No, No
Big Data, tDynamoDBInput, Yes, No, No, No, No, No
Big Data, tDynamoDBOutput, Yes, No, No, No, No, No
Big Data, tGSBucketCreate, Yes, No, No, No, No, No
Big Data, tGSBucketDelete, Yes, No, No, No, No, No
Big Data, tGSBucketExist, Yes, No, No, No, No, No
Big Data, tGSBucketList, Yes, No, No, No, No, No
Big Data, tGSClose, Yes, No, No, No, No, No
Big Data, tGSConnection, Yes, No, No, No, No, No
Big Data, tGSCopy, Yes, No, No, No, No, No
Big Data, tGSDelete, Yes, No, No, No, No, No
Big Data, tGSGet, Yes, No, No, No, No, No
Big Data, tGSList, Yes, No, No, No, No, No
Big Data, tGSPut, Yes, No, No, No, No, No
Big Data, tHBaseClose, Yes, No, No, No, No, No
Big Data, tHBaseConnection, Yes, No, No, No, No, No
Big Data, tHBaseInput, Yes, No, No, No, No, No
Big Data, tHBaseOutput, Yes, No, No, No, No, No
Big Data, tHCatalogInput, Yes, No, No, No, No, No
Big Data, tHCatalogLoad, Yes, No, No, No, No, No
Big Data, tHCatalogOperation, Yes, No, No, No, No, No
Big Data, tHCatalogOutput, Yes, No, No, No, No, No
Big Data, tHDFSCompare, Yes, No, No, No, No, No
Big Data, tHDFSConnection, Yes, No, No, No, No, No
Big Data, tHDFSCopy, Yes, No, No, No, No, No
Big Data, tHDFSDelete, Yes, No, No, No, No, No
Big Data, tHDFSExist, Yes, No, No, No, No, No
Big Data, tHDFSGet, Yes, No, No, No, No, No
Big Data, tHDFSInput, Yes, No, No, No, No, No
Big Data, tHDFSList, Yes, No, No, No, No, No
Big Data, tHDFSOutput, Yes, No, No, No, No, No
Big Data, tHDFSOutputRaw, Yes, No, No, No, No, No
Big Data, tHDFSProperties, Yes, No, No, No, No, No
Big Data, tHDFSPut, Yes, No, No, No, No, No
Big Data, tHDFSRename, Yes, No, No, No, No, No
Big Data, tHDFSRowCount, Yes, No, No, No, No, No
Big Data, tHiveClose, Yes, No, No, No, No, No
Big Data, tHiveConnection, Yes, No, No, No, No, No
Big Data, tHiveCreateTable, Yes, No, No, No, No, No
Big Data, tHiveInput, Yes, No, No, No, No, No
Big Data, tHiveLoad, Yes, No, No, No, No, No
Big Data, tHiveRow, Yes, No, No, No, No, No
Big Data, tImpalaClose, Yes, No, No, No, No, No
Big Data, tImpalaConnection, Yes, No, No, No, No, No
Big Data, tImpalaCreateTable, Yes, No, No, No, No, No
Big Data, tImpalaInput, Yes, No, No, No, No, No
Big Data, tImpalaLoad, Yes, No, No, No, No, No
Big Data, tImpalaOutput, Yes, No, No, No, No, No
Big Data, tImpalaRow, Yes, No, No, No, No, No
Big Data, tMapRDBClose, Yes, No, No, No, No, No
Big Data, tMapRDBConnection, Yes, No, No, No, No, No
Big Data, tMapRDBInput, Yes, No, No, No, No, No
Big Data, tMapRDBOutput, Yes, No, No, No, No, No
Big Data, tMapRStreamsConnection, Yes, No, No, No, No, No
Big Data, tMarkLogicBulkLoad, Yes, No, No, No, No, No
Big Data, tMarkLogicClose, Yes, No, No, No, No, No
Big Data, tMarkLogicConnection, Yes, No, No, No, No, No
Big Data, tMarkLogicInput, Yes, No, No, No, No, No
Big Data, tMarkLogicOutput, Yes, No, No, No, No, No
Big Data, tMemSQLClose, Yes, No, No, No, No, No
Big Data, tMemSQLConnection, Yes, No, No, No, No, No
Big Data, tMemSQLInput, Yes, No, No, No, No, No
Big Data, tMemSQLOutput, Yes, No, No, No, No, No
Big Data, tMemSQLRow, Yes, No, No, No, No, No
Big Data, tMongoDBBulkLoad, Yes, No, No, No, No, No
Big Data, tMongoDBClose, Yes, No, No, No, No, No
Big Data, tMongoDBConnection, Yes, No, No, No, No, No
Big Data, tMongoDBGridFSDelete, Yes, No, No, No, No, No
Big Data, tMongoDBGridFSGet, Yes, No, No, No, No, No
Big Data, tMongoDBGridFSList, Yes, No, No, No, No, No
Big Data, tMongoDBGridFSProperties, Yes, No, No, No, No, No
Big Data, tMongoDBGridFSPut, Yes, No, No, No, No, No
Big Data, tMongoDBInput, Yes, No, No, No, No, No
Big Data, tMongoDBOutput, Yes, No, No, No, No, No
Big Data, tMongoDBRow, Yes, No, No, No, No, No
Big Data, tNeo4jBatchOutput, Yes, No, No, No, No, No
Big Data, tNeo4jBatchOutputRelationship, Yes, No, No, No, No, No
Big Data, tNeo4jBatchSchema, Yes, No, No, No, No, No
Big Data, tNeo4jClose, Yes, No, No, No, No, No
Big Data, tNeo4jConnection, Yes, No, No, No, No, No
Big Data, tNeo4jImportTool, Yes, No, No, No, No, No
Big Data, tNeo4jInput, Yes, No, No, No, No, No
Big Data, tNeo4jOutput, Yes, No, No, No, No, No
Big Data, tNeo4jOutputRelationship, Yes, No, No, No, No, No
Big Data, tNeo4jRow, Yes, No, No, No, No, No
Big Data, tPigAggregate, Yes, No, No, No, No, No
Big Data, tPigCode, Yes, No, No, No, No, No
Big Data, tPigCoGroup, Yes, No, No, No, No, No
Big Data, tPigCross, Yes, No, No, No, No, No
Big Data, tPigDistinct, Yes, No, No, No, No, No
Big Data, tPigFilterColumns, Yes, No, No, No, No, No
Big Data, tPigFilterRow, Yes, No, No, No, No, No
Big Data, tPigJoin, Yes, No, No, No, No, No
Big Data, tPigLoad, Yes, No, No, No, No, No
Big Data, tPigMap, Yes, No, No, No, No, No
Big Data, tPigReplicate, Yes, No, No, No, No, No
Big Data, tPigSort, Yes, No, No, No, No, No
Big Data, tPigStoreResult, Yes, No, No, No, No, No
Big Data, tRiakBucketList, Yes, No, No, No, No, No
Big Data, tRiakClose, Yes, No, No, No, No, No
Big Data, tRiakConnection, Yes, No, No, No, No, No
Big Data, tRiakInput, Yes, No, No, No, No, No
Big Data, tRiakKeyList, Yes, No, No, No, No, No
Big Data, tRiakOutput, Yes, No, No, No, No, No
Big Data, tSqoopExport, Yes, No, No, No, No, No
Big Data, tSqoopImport, Yes, No, No, No, No, No
Big Data, tSqoopImportAllTables, Yes, No, No, No, No, No
Big Data, tSqoopMerge, Yes, No, No, No, No, No
Business, tBonitaDeploy, Yes, No, No, No, No, No
Business, tBonitaInstantiateProcess, Yes, No, No, No, No, No
Business, tCentricCRMInput, Yes, No, No, No, No, No
Business, tCentricCRMOutput, Yes, No, No, No, No, No
Business, tJIRAInput, Yes, No, No, No, No, No
Business, tJIRAOutput, Yes, No, No, No, No, No
Business, tMarketoBulkExec, Yes, No, No, No, No, No
Business, tMarketoCampaign, Yes, No, No, No, No, No
Business, tMarketoConnection, Yes, No, No, No, No, No
Business, tMarketoInput, Yes, No, No, No, No, No
Business, tMarketoListOperation, Yes, No, No, No, No, No
Business, tMarketoOutput, Yes, No, No, No, No, No
Business, tMicrosoftCrmInput, Yes, No, No, No, No, No
Business, tMicrosoftCrmOutput, Yes, No, No, No, No, No
Business, tMSAXInput, Yes, No, No, No, No, No
Business, tMSAXOutput, Yes, No, No, No, No, No
Business, tNetsuiteConnection, Yes, No, No, No, No, No
Business, tNetsuiteInput, Yes, No, No, No, No, No
Business, tNetsuiteOutput, Yes, No, No, No, No, No
Business, tOpenbravoERPInput, Yes, No, No, No, No, No
Business, tOpenbravoERPOutput, Yes, No, No, No, No, No
Business, tSageX3Input, Yes, No, No, No, No, No
Business, tSageX3Output, Yes, No, No, No, No, No
Business, tSalesforceBulkExec, Yes, No, No, No, No, No
Business, tSalesforceConnection, Yes, No, No, No, No, No
Business, tSalesforceEinsteinBulkExec, Yes, No, No, No, No, No
Business, tSalesforceEinsteinOutputBulkExec, Yes, No, No, No, No, No
Business, tSalesforceGetDeleted, Yes, No, No, No, No, No
Business, tSalesforceGetServerTimestamp, Yes, No, No, No, No, No
Business, tSalesforceGetUpdated, Yes, No, No, No, No, No
Business, tSalesforceInput, Yes, No, No, No, No, No
Business, tSalesforceOutput, Yes, No, No, No, No, No
Business, tSalesforceOutputBulk, Yes, No, No, No, No, No
Business, tSalesforceOutputBulkExec, Yes, No, No, No, No, No
Business, tSAPADSOInput, Yes, No, No, No, No, No
Business, tSAPBapi, Yes, No, No, No, No, No
Business, tSAPBWInput, Yes, No, No, No, No, No
Business, tSAPCommit, Yes, No, No, No, No, No
Business, tSAPConnection, Yes, No, No, No, No, No
Business, tSAPDataSourceOutput, Yes, No, No, No, No, No
Business, tSAPDataSourceReceiver, Yes, No, No, No, No, No
Business, tSAPDSOInput, Yes, No, No, No, No, No
Business, tSAPDSOOutput, Yes, No, No, No, No, No
Business, tSAPIDocInput, Yes, No, No, No, No, No
Business, tSAPIDocOutput, Yes, No, No, No, No, No
Business, tSAPIDocReceiver, Yes, No, No, No, No, No
Business, tSAPInfoCubeInput, Yes, No, No, No, No, No
Business, tSAPInfoObjectInput, Yes, No, No, No, No, No
Business, tSAPInfoObjectOutput, Yes, No, No, No, No, No
Business, tSAPODPInput, Yes, No, No, No, No, No
Business, tSAPRollback, Yes, No, No, No, No, No
Business, tSAPTableInput, Yes, No, No, No, No, No
Business, tServiceNowConnection, Yes, No, No, No, No, No
Business, tServiceNowInput, Yes, No, No, No, No, No
Business, tServiceNowOutput, Yes, No, No, No, No, No
Business, tSugarCRMInput, Yes, No, No, No, No, No
Business, tSugarCRMOutput, Yes, No, No, No, No, No
Business, tVtigerCRMInput, Yes, No, No, No, No, No
Business, tVtigerCRMOutput, Yes, No, No, No, No, No
Business Intelligence, tBarChart, Yes, No, No, No, No, No
Business Intelligence, tDB2SCD, Yes, No, No, No, No, No
Business Intelligence, tDB2SCDELT, Yes, No, No, No, No, No
Business Intelligence, tGreenplumSCD, Yes, No, No, No, No, No
Business Intelligence, tInformixSCD, Yes, No, No, No, No, No
Business Intelligence, tIngresSCD, Yes, No, No, No, No, No
Business Intelligence, tJasperOutput, Yes, No, No, No, No, No
Business Intelligence, tJasperOutputExec, Yes, No, No, No, No, No
Business Intelligence, tJDBCSCDELT, Yes, No, No, No, No, No
Business Intelligence, tLineChart, Yes, No, No, No, No, No
Business Intelligence, tMondrianInput, Yes, No, No, No, No, No
Business Intelligence, tMSSqlSCD, Yes, No, No, No, No, No
Business Intelligence, tMysqlSCD, Yes, No, No, No, No, No
Business Intelligence, tMysqlSCDELT, Yes, No, No, No, No, No
Business Intelligence, tNetezzaSCD, Yes, No, No, No, No, No
Business Intelligence, tOracleSCD, Yes, No, No, No, No, No
Business Intelligence, tOracleSCDELT, Yes, No, No, No, No, No
Business Intelligence, tPaloCheckElements, Yes, No, No, No, No, No
Business Intelligence, tPaloClose, Yes, No, No, No, No, No
Business Intelligence, tPaloConnection, Yes, No, No, No, No, No
Business Intelligence, tPaloCube, Yes, No, No, No, No, No
Business Intelligence, tPaloCubeList, Yes, No, No, No, No, No
Business Intelligence, tPaloDatabase, Yes, No, No, No, No, No
Business Intelligence, tPaloDatabaseList, Yes, No, No, No, No, No
